user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
DeSota Wilson,"Atlanta, GA","Biz Consultant, real estate, fintech, startups, posts are not the view of my employer, RTs are not endorsements, military brat, @UNC alumnus, ΚΑΨ♦️ΦΝΠ, -DW = Me",2009-04-26 20:05:09,8534.0,7605,4838,False,2021-02-10 23:47:13,#Bitcoin institutional demand accelerates in 2021 says @Grayscale CEO https://t.co/HsbFlBwAL8 #BTC $BTC #crypto #cryptocurrency $GBTC,"['Bitcoin', 'BTC', 'crypto', 'cryptocurrency']",Twitter Web App,False
Crypto Signaler,,#Crypto #Signaler #Cryptocurrency #Coin #Bitcoin #BTC #Blockchain #Binance #Trade #investment,2018-04-08 23:44:11,587.0,30,12,False,2021-02-10 23:46:39,"Signal: $TFUEL
#TFUEL #ThetaFuel #Binance #Crypto #Signaler #Signal #BTC #Bitcoin https://t.co/0ZBX9pMGkB","['TFUEL', 'ThetaFuel', 'Binance', 'Crypto', 'Signaler', 'Signal', 'BTC', 'Bitcoin']",Twitter for Android,False
Crypto Market,,"Live crypto market indicator (price, news, ico & much more).
#Bitcoin #BTC #Doge #Dogecoin #Cryptocurrency #Crypto #eth",2018-09-07 22:44:40,26.0,57,115,False,2021-02-10 23:46:23,"$ADA Sky rocket 🔥🚀 #Patience 🔑
$1 Soon !!! 
#ada #adausdt #btc #bitcoin #adacoin https://t.co/W5XI5fDemG","['Patience', 'ada', 'adausdt', 'btc', 'bitcoin', 'adacoin']",Twitter for Android,False
Crypto M🕶️stache ! 🇧🇪🇯🇴🇳🇱🇮🇪,World,"Cryptomaniac 24/7 bullish! 
Believe in Technology and Innovation!
Favorites: btc, xlm, xrp 🚀🚀🚀


Blocked by most of the NVA (belgium) 😆😆😆👍",2011-05-17 18:14:49,274.0,773,6404,False,2021-02-10 23:46:17,"Forget all you know about #cryptocurrency 
These 6 coins are listed in #NASDAQ ETF!!!
These are the real ones with… https://t.co/XRyMP0yIcF","['cryptocurrency', 'NASDAQ']",Twitter for Android,False
Humayun MHA,Pakistan,"💻 Android App Developer
📈 Crypto & Forex Trader
💀 Ethical Hacker
💫 Astromer
💲 Investor
📹 Vloger
🎥 Youtuber
#bitcoin
We Make Our Own Luck 🖖
#HumayunMHA",2016-08-18 22:00:24,1392.0,780,960,False,2021-02-10 23:45:20,"$ADA Sky rocket 🔥🚀 #Patience 🔑
$1 Soon !!! 
#ada #adausdt #btc #bitcoin #adacoin https://t.co/EMFjcarTNy","['Patience', 'ada', 'adausdt', 'btc', 'bitcoin', 'adacoin']",Twitter for Android,False
Alex Jiménez,"Las Vegas, NV",Chief Strategy Officer @Extractable #Fintech #Payments #InsurTech #DigitalMarketing #Innovation | @HofstraU #BSME @AdelphiU #MBA Views my own! 🇨🇴🇪🇸🇮🇱🇺🇸,2012-04-25 15:26:53,14469.0,822,40097,True,2021-02-10 23:45:03,"#Bitcoin’s Rally Signals the Rise of Digital Assets. This Bank Is Ahead of the Game. 

https://t.co/rfnDfm1Rjm via… https://t.co/YglNnC1LVn",['Bitcoin'],Hootsuite Inc.,False
Andrew,,"$TSLA #Bitcoin $Nio 
Formula One",2012-07-16 23:23:58,560.0,590,33782,False,2021-02-10 23:44:57,"The writing is on the wall, and you are ignoring it. #bitcoin #BTC","['bitcoin', 'BTC']",Twitter Web App,False
Stefan Gyarmati,"München, Bayern",CEO & PRESIDENT SG GROUP,2009-06-01 21:00:46,62.0,288,2656,False,2021-02-10 23:44:43,#Bitcoin #BTC #ADA #DOT Mastercard Will Let Merchants Accept Payments in Crypto This Year https://t.co/ycv8nn9k1S via @coindesk,"['Bitcoin', 'BTC', 'ADA', 'DOT']",Twitter for iPhone,False
DeSota Wilson,"Atlanta, GA","Biz Consultant, real estate, fintech, startups, posts are not the view of my employer, RTs are not endorsements, military brat, @UNC alumnus, ΚΑΨ♦️ΦΝΠ, -DW = Me",2009-04-26 20:05:09,8534.0,7605,4838,False,2021-02-10 23:44:02,"After @Tesla: @Twitter considers adding #bitcoin to its balance sheet, says company’s CFO https://t.co/WSFoxdU6du… https://t.co/FivKtnO42w",['bitcoin'],Twitter Web App,False
Forza,,"Cryptocurrency enthusiast 🚀

$THETA $DCR $ICX $FTM $KAI $XOR $DDIM $TRB $RAMP $NEBL $DSLA $DEV $ASKO",2019-03-09 15:03:18,645.0,487,1178,False,2021-02-10 23:44:02,"$ASKO has been nothing short of a wild ride .. was a bit shaky the past few days, but the chart is rebounding nicel… https://t.co/biSzSpzocJ",,Twitter Web App,False
FOMO King,,"Been through life.
I don't live on the internet all day.
Crypto enthusiast, but not a maximalist. 
Nothing I post is financial advice.
Jesus Wins✝️",2015-10-29 06:05:35,168.0,822,6919,False,2021-02-10 23:42:49,"Let's go $yfi... Let's make this happen before the weekend. 
#crypto $btc #btc  #Bitcoin","['crypto', 'btc', 'Bitcoin']",Twitter Web App,False
Adriana Itzel,,,2021-02-10 23:08:04,0.0,19,0,False,2021-02-10 23:42:22,"Binance is the #1 crypto trading platform for both beginners and experts!

Sign up here: https://t.co/6lpwlElh6r… https://t.co/hAAnhSB2Ao",,Twitter Web App,False
Hugo Ramos,"Lisbon, Portugal","#bitcoin Entrepreneur, Master in Communication and Information Technologies, Crypto Miner-Trader-Investor, former Cypherpunk, Hacker, Pirate, VP of Engineering",2020-09-18 16:50:23,872.0,158,1080,False,2021-02-10 23:40:48,#BTC/USD 4H. #Bitcoin consolidating between support ~$43k and resistance ~$47.5k. Stop loss should be ~$42.5k and e… https://t.co/Hd00WT83WE,"['BTC', 'Bitcoin']",Buffer,False
DeSota Wilson,"Atlanta, GA","Biz Consultant, real estate, fintech, startups, posts are not the view of my employer, RTs are not endorsements, military brat, @UNC alumnus, ΚΑΨ♦️ΦΝΠ, -DW = Me",2009-04-26 20:05:09,8534.0,7605,4838,False,2021-02-10 23:40:36,The @Grayscale #Bitcoin Trust: What it is and how it works https://t.co/4TbFiB2NVZ $GBTC #digital #asset #fund #BTC… https://t.co/mIof1zWhYb,"['Bitcoin', 'digital', 'asset', 'fund', 'BTC']",Twitter Web App,False
100UnitBets,"MLB, NFL, NBA, NCAAF, NCAAB",One bet every day. Join our team and become part of the 3% of profitable sports bettors.,2014-12-16 23:27:28,2019.0,104,71,False,2021-02-10 23:40:21,"We accept #Bitcoin, #BitcoinCash #Litecoin and #Ethereum in addition to traditional payments. Sorry, no #dogecoin y… https://t.co/53eB9cKq5n","['Bitcoin', 'BitcoinCash', 'Litecoin', 'Ethereum', 'dogecoin']",Twitter Web App,False
Majin,,Don’t wait  Send them to hell,2020-12-21 14:14:58,4.0,4,64,False,2021-02-10 23:39:47,"If #XRP can stay at this 0.5 level
Tonight should be crazy #Bitcoin #Ethereum #BTC","['XRP', 'Bitcoin', 'Ethereum', 'BTC']",Twitter Web App,False
Mikcoin,,"Technical Analyst | Trader

No certainty, only possibilities.",2020-11-26 23:45:46,104.0,41,238,False,2021-02-10 23:39:26,"#BTC #Bitcoin #Ethereum #ETH #Crypto #cryptotrading 

What $ETH do next will determine where the local top will be.… https://t.co/CmN3QKGbtF","['BTC', 'Bitcoin', 'Ethereum', 'ETH', 'Crypto', 'cryptotrading']",Twitter Web App,False
Dr. ir Johannes Drooghaag (JD) 🛡,"Germany, Europe",Proud Dad ° CEO Spearhead Management @Spearheadman ° CEO JD-Publishing @JD_Publishing ° Photography 👉 https://t.co/RlKTkgnIYC ° #GotAMinute ° #TWOgether #SDGs 🇳🇱🇪🇺🌍,2015-08-18 13:57:19,30610.0,3470,236638,False,2021-02-10 23:38:52,"🔵 Upfront and Personal!

Episode 3: Blockchain and cryptocurrencies

#CyberSecurity #Blockchain #Crypto… https://t.co/0OsAy1EgTN","['CyberSecurity', 'Blockchain', 'Crypto']",Twitter Web App,False
NatoShƐƐ 🚀🔴🦂,,"#BITCOIN 
21 Million, 21st year, 21st century.
🤟🪨🚀🌚
Move fast break things, worth it!
#tesla #spacex
Everything is a bubble man, including the universe.",2010-06-18 11:29:12,93.0,532,1151,False,2021-02-10 23:36:52,"Ok Boomer. #bitcoin #BTC 
https://t.co/QuGRykOBPJ","['bitcoin', 'BTC']",Twitter Web App,False
⛓C🅡ypⓣo Balle🅡⛓ ⓣ,,$DOT $LINK $TEL $ZIL $RSR $GRT $CRV 💎🙌🏾,2014-09-14 21:32:25,1321.0,350,29645,False,2021-02-10 23:36:40,"Three of my precious gems reached their ATH today!!
$LINK $28.56
$DOT $24.76
$GRT $1.26

These powerhouses are only… https://t.co/IaptfqhJxs",,Twitter Web App,False
CappyTrades🍀,,"Calling out tickers that you should probably look into. Paper trade my calls and see how you feel. All opinion, never financial advice.",2020-10-08 23:24:36,99.0,89,1568,False,2021-02-10 23:35:27,Holy smokes! $MARA #BTC #Bitcoin https://t.co/36UIokbdeA,"['BTC', 'Bitcoin']",Twitter Web App,False
KrakenPrices,,"Scans Kraken's main currencies hourly | Also @BittrexPrices @BinancePrices | Not official, we are not @Krakenfx | Business ➡ cryptocurrencies.prices@gmail.com",2018-05-25 21:11:08,3210.0,1,28,False,2021-02-10 23:35:12,"🔄 Prices update in $USD (1 hour):

$BTC - 45320.1 $ (+0.28 %)
$ETH - 1754.37 $ (+0.72 %)
$XRP - 0.51 $    (+1.57 %)… https://t.co/mj2551wucp",,Kraken prices,False
#Mailey,"Vancouver, BC",Lucky fool making decisions and money based on History | Market Cycles | Investing | Behavioural Economics | Probabilities | Randomness and Uncommon Sense..,2020-11-03 19:10:23,314.0,182,8639,False,2021-02-10 23:34:58,"Free #Mailey Advice:

Imagine in 2019 there was a #Bitcoin mining company that mined 20000 #BTC qtrly and held them… https://t.co/jh9lGKZU3X","['Mailey', 'Bitcoin', 'BTC']",Twitter Web App,False
DeSota Wilson,"Atlanta, GA","Biz Consultant, real estate, fintech, startups, posts are not the view of my employer, RTs are not endorsements, military brat, @UNC alumnus, ΚΑΨ♦️ΦΝΠ, -DW = Me",2009-04-26 20:05:09,8534.0,7605,4838,False,2021-02-10 23:34:33,"Price analysis 2/10: #BTC, #ETH, #ADA, #XRP, #DOT, #BNB, #LTC, #LINK, #DOGE, #BCH https://t.co/EvRdpEDG9C $BTC… https://t.co/V8MSKRoi5M","['BTC', 'ETH', 'ADA', 'XRP', 'DOT', 'BNB', 'LTC', 'LINK', 'DOGE', 'BCH']",Twitter Web App,False
The Third Coast,,"Straightforward technical analysis for equities, precious metals, and digital currencies.  No politics. No financial advice.",2020-05-14 22:20:54,202.0,28,659,False,2021-02-10 23:34:25,Rally got a little ahead of itself for #bitcoin with the @elonmusk tweets and #Tesla news.  Likely needs to come ba… https://t.co/MamCHfd98q,"['bitcoin', 'Tesla']",Twitter Web App,False
Mike Sharkey,,#Cryptocurrency Investor. @Penn_State Alum. #Tech Junkie. #WorldTraveler. #CrohnsDisease Fighter & #ChronicIllness #Advocate.,2009-05-17 15:00:52,896.0,2437,5001,False,2021-02-10 23:34:04,"$TEL everyone... #CGash marketing may begin tomorrow. Buy #Telcoin on #Kucoin while it's still on sale! 💰🔥

$TEL he… https://t.co/MN2MyDuRzA","['CGash', 'Telcoin', 'Kucoin']",Twitter for iPhone,False
FinTech News Hub,United States,FinTech News Hub is a Blockchain and Cryptocurrency news aggregator platform fetching daily quality content from the best crypto resources across the web.,2016-09-29 12:32:04,348.0,126,638,False,2021-02-10 23:33:55,Our featured article for today! Please don't forget to subscribe to our daily newsletter at https://t.co/m3cSYfC4Bw… https://t.co/FriqVzRQVO,,Paper.li,False
Bitcoin Alert!,World,Automatically tweets when important changes happened on $BTC price. Turn notifications on! #Bitcoin $btcusd #btc #btcusd,2017-05-26 16:01:28,9213.0,5,19,False,2021-02-10 23:33:12,"🔼🔼 ₿1 = $45,287 (23:33 UTC)
$BTC prices continue to rise!
Currently rising but change since midnight: -2.75%… https://t.co/L0AVtBCqSU",,Bitcoin Degisti!,False
Nishant Bhardwaj,"Kota, Rajasthan","Philosopher, psychologist, spiritual, writer and a full time seeker. RW until India get a better option. Tweets may be offensive but are purely organic views.",2010-07-01 06:59:21,662.0,155,915,False,2021-02-10 23:33:00,"$CVC. That’s the tweet. 🚀 

#Bitcoin #BTC #dogecoin https://t.co/cK75NBGN6c","['Bitcoin', 'BTC', 'dogecoin']",Twitter for iPhone,False
Tonya Barris,,,2020-12-29 16:55:33,0.0,16,2,False,2021-02-10 23:32:35,Who want to learn about Forex trading and join a great team? #forex #forexsignals #trading #forextrader #forextrade… https://t.co/g1UaA1nkJ1,"['forex', 'forexsignals', 'trading', 'forextrader', 'forextrade']",Twitter for iPhone,False
WSB Crypto Mod 🚀🚀🚀,,"If #Wallstreetbets can take on Banks & Hedge Funds to pump stocks +1000%, we can pump #bitcoin to over $100k in 2021 - Follow us for the next #crypto coin pumps",2018-01-23 21:49:55,4309.0,941,4839,False,2021-02-10 23:32:14,"Institutions are buying #Bitcoin  

Over $100 million worth of $BTC, got moved to cold storage just today! 

Don’t… https://t.co/FLAxRkyQMg",['Bitcoin'],Twitter for iPhone,False
Langer Dan Returns,Wouldn't You like to know.,A victim of radical social media censorship.,2020-11-04 11:26:40,31.0,26,1207,False,2021-02-10 23:32:12,Me while I'm HODLing #Bitcoin #BTC https://t.co/63wMgCOtI5,"['Bitcoin', 'BTC']",Twitter Web App,False
DeSota Wilson,"Atlanta, GA","Biz Consultant, real estate, fintech, startups, posts are not the view of my employer, RTs are not endorsements, military brat, @UNC alumnus, ΚΑΨ♦️ΦΝΠ, -DW = Me",2009-04-26 20:05:09,8534.0,7605,4838,False,2021-02-10 23:31:40,#Crypto prices | 6:30 PM | 2/10/21 https://t.co/t9zjlZZpbc #Bitcoin #BTC $BTC #Ethereum #ETH #Tether #USDT… https://t.co/yp4VQd5rpl,"['Crypto', 'Bitcoin', 'BTC', 'Ethereum', 'ETH', 'Tether', 'USDT']",Twitter Web App,False
Brock Connelly 📉📈,OptionsOnBitcoin.com,Founder- RoundBlock Capital - CME #BITCOIN #ETH Futures & Options Brokers -Institutional Clearing/Execution/OTC/Advisory + Individual Trading Services- #BTC,2019-04-09 21:28:48,513.0,457,1837,False,2021-02-10 23:31:39,"CME #Bitcoin, avg volume break into the US session, then selling shut off...

#BTC premiums and perp funding largel… https://t.co/631QbfqK9B","['Bitcoin', 'BTC']",Twitter Web App,False
Would you give me 100 bitcoin ?,London,Start with nothing you will Succeed . Be creative . Science / Engineering / Macro / AI,2019-06-21 05:54:35,282.0,696,14546,False,2021-02-10 23:31:35,"If I was to ask every bitcoin whale for a chance if they would give me 100 bitcoin , I am 100 % positive I would su… https://t.co/RWkDekKmOi",,Twitter for iPhone,False
🔸️Bitcoin Pixel🔸️,,I discovered crypto in 2019 on Youtube. Since then I have been an investor 💰 and holder 💪 #bitcoin,2015-07-08 13:44:42,1873.0,75,676,False,2021-02-10 23:30:47,"🔴 QUESTION :

I decided to accumulate #BNB

#crypto #bitcoin #Ethereum #xrp #aave #altcoin #bullrun #Chainlink… https://t.co/UiOCOY9jpb","['BNB', 'crypto', 'bitcoin', 'Ethereum', 'xrp', 'aave', 'altcoin', 'bullrun', 'Chainlink']",Twitter for Android,False
PiRoyot,,Test Twitter Bot for Pi,2020-06-07 10:46:59,1.0,0,0,False,2021-02-10 23:30:01,"Market Id : BTC-AUD
Last Price :58798.83
24 Hour High :61550
24 Hour Low :57009.19
Best Bid :58655.47
Best Ask : 58798.83
#btc #bitcoin","['btc', 'bitcoin']",HashTagTrendRoy,False
Max Payne Crypto,,,2020-11-12 18:11:58,7.0,36,23,False,2021-02-10 23:29:53,"Christmas came early! 🎄🎁❄️⛄️

The Restore Token airdrop is live!
The next generation of passive issuance that is on… https://t.co/P3IMjVBx75",,Twitter Web App,False
Bitcoin Price,,"Coin prices every 2 hours.   
Data Source : @Bitstamp

Source Code : https://t.co/lNh9JBGouG…",2014-09-03 11:47:09,4279.0,3,3,False,2021-02-10 23:29:51,"1 Bitcoin ( #BTC )
Dollar: 45,157.22$ 

1 Bitcoin Cash ( #BCH )
Dollar: 4,98.32$ 

1 Ethereum ( #ETH )
Dollar: 1,75… https://t.co/POtgGFZowH","['BTC', 'BCH', 'ETH']",RdemirTwitBot,False
Bar Trader🍸,Deutschland,life is sarcastic tho... #potstocks #crypto #gold #silver #ev #uranium #commodities #ree #theme 🇩🇪 🇨🇦 🇺🇸 🇮🇱 he/str8/big🍆,2020-03-16 22:16:20,429.0,77,34734,False,2021-02-10 23:28:47,"@nikon_invest Friends in early 2017 like „mate, better just burn your money instead of buying #Bitcoin scam...“
Sam… https://t.co/r64vQDpeBY",['Bitcoin'],Twitter for iPhone,False
Australian FinTech,Australia,"Australian FinTech showcases Australia’s best and brightest FinTech companies and promotes them to the world. #AustralianFinTech #FinTech 
Since 2015.",2015-07-21 23:25:07,8323.0,1912,3014,False,2021-02-10 23:28:27,"As #bitcoin continues to soar, what should you look out for in a #digitalcurrencyexchange?… https://t.co/ZaFYCVba3N","['bitcoin', 'digitalcurrencyexchange']",Twitter Web App,False
CryptoSquawk,Australia,"24x7 Crypto market real-time audio squawk for Bitcoin / BitMEX day traders. Whale trade alerts, peak volume trading, price action. Buying / selling pressure.",2017-10-05 10:13:09,1281.0,25,72,False,2021-02-10 23:28:14,"⬆️⬆️ $BTC BUYING PRESSURE ALERT 📈 Price trading around 45164
          https://t.co/iMB1mj8Cs1 👈 #Bitcoin #crypto #BTC","['Bitcoin', 'crypto', 'BTC']",CryptoSquawkBot,False
CryptⓋ™️,,#Bitcoin $VET $ETH $ONE $ZIL $CSC $TEL,2019-08-05 12:28:40,91.0,290,1144,False,2021-02-10 23:27:45,"@vetJTT Your thought on 580 Sats (current price in USD would be .261); that’s by May 3?  If so, what is your target… https://t.co/9osOcAIruj",,Twitter for iPad,False
(ABF)-All Bit.Faucet,,Just Follow to get faucet info :) #bitcoin #faucet,2015-02-08 12:27:19,1024.0,839,38,False,2021-02-10 23:26:22,"https://t.co/RoeR1YOsp7: https://t.co/k1u8bhujId,  Pay: 501-1501 satoshi every hour #faucetbitcoin #bitcoin #btc","['faucetbitcoin', 'bitcoin', 'btc']",twittbot.net,False
The Money Wolf,,"Trader & Engineer & EngineeringRobo Shark. 
Trade like a wolf.
#Engineeringrobo & #Bitcoin",2019-10-16 21:32:02,467.0,71,864,False,2021-02-10 23:26:19,"Let's break them all!!! ⚡️⚡️⚡️
Let's take you to the $7.00!

@CurveFinance $CRV #BTC #Bitcoin #Cryptocurrencies https://t.co/vmHbircM1d","['BTC', 'Bitcoin', 'Cryptocurrencies']",Twitter Web App,False
Billions777,"Beverly Hills, CA   Aspen, CO ","++High Alpha Super Growth Investing: Crypto #BTC $LINK; SPACs; iGaming; EV; Biotech and more 

 - We Just Win -       

**my tweets are not investment advice",2019-12-20 22:25:41,313.0,434,3994,False,2021-02-10 23:25:35,#Bitcoin So now $AMZN $WMT and all the others will be able to accept #BTC as payment. Do you know how HUGE that is… https://t.co/xldOEQDzvY,"['Bitcoin', 'BTC']",Twitter Web App,False
#dogecoin,MOON,#Dogecoins #dogecoin #doge #dogecointo1dollar #dogearmy,2020-01-06 02:23:39,38.0,81,1068,False,2021-02-10 23:24:41,"Pi is a new digital currency developed by doctors of science from Stanford, with over 10 million members worldwide.… https://t.co/QUJajV7vrB",,Twitter Web App,False
CREAM [CRM],www.pool.creamcoin.com,"CREAM
https://t.co/k9xpyyYqZs",2017-05-24 13:51:51,9677.0,3266,2702,False,2021-02-10 23:24:21,"https://t.co/VwKeMIxiqt
Cream E-Store
#creamcoin #bitcoin #litecoin #ethereum #blockchain #exchange #btc #cryptocurrency","['creamcoin', 'bitcoin', 'litecoin', 'ethereum', 'blockchain', 'exchange', 'btc', 'cryptocurrency']",Cream Auto Tweet,False
Ron Lewis,"Swanley, South East","XRP Researcher, Sharing Crypto News Daily ☆  Researching & Chronicling  the Digital Decade, Reports, Analysis, & YouTube Videos, Our passion Is  XRP...☆",2016-11-23 01:03:53,1379.0,4966,842,False,2021-02-10 23:23:42,"What The Regulators are Saying..
Christine Lagarde Speaks Out
&amp; its Not All Good ? But For Whom ?… https://t.co/uDtwmGzJx1",,Twitter for Android,False
